timestamp,sensor_id,temperature,unit,quality
2026-02-03T01:05:00,TEMP_101,12.3,celsius,good
2026-02-03T01:06:00,TEMP_101,12.79,celsius,good
2026-02-03T01:07:00,TEMP_101,12.68,celsius,good
2026-02-03T01:08:00,TEMP_101,12.05,celsius,good
2026-02-03T01:09:00,TEMP_101,13.13,celsius,good
2026-02-03T01:10:00,TEMP_101,12.58,celsius,good
2026-02-03T01:11:00,TEMP_101,12.63,celsius,good
2026-02-03T01:12:00,TEMP_101,12.3,celsius,good
2026-02-03T01:13:00,TEMP_101,13.45,celsius,good
2026-02-03T01:14:00,TEMP_101,12.14,celsius,good
2026-02-03T01:15:00,TEMP_101,12.5,celsius,good
2026-02-03T01:16:00,TEMP_101,13.13,celsius,good
2026-02-03T01:17:00,TEMP_101,12.47,celsius,good
2026-02-03T01:18:00,TEMP_101,12.63,celsius,good
2026-02-03T01:19:00,TEMP_101,12.94,celsius,good
2026-02-03T01:20:00,TEMP_101,13.19,celsius,good
2026-02-03T01:21:00,TEMP_101,12.72,celsius,good
2026-02-03T01:22:00,TEMP_101,13.42,celsius,good
2026-02-03T01:23:00,TEMP_101,12.48,celsius,good
2026-02-03T01:24:00,TEMP_101,13.09,celsius,good
2026-02-03T01:25:00,TEMP_101,12.93,celsius,good
2026-02-03T01:26:00,TEMP_101,12.86,celsius,good
2026-02-03T01:27:00,TEMP_101,13.15,celsius,good
2026-02-03T01:28:00,TEMP_101,12.84,celsius,good
2026-02-03T01:29:00,TEMP_101,13.42,celsius,good
2026-02-03T01:30:00,TEMP_101,13.23,celsius,good
2026-02-03T01:31:00,TEMP_101,13.07,celsius,good
2026-02-03T01:32:00,TEMP_101,13.0,celsius,good
2026-02-03T01:33:00,TEMP_101,14.04,celsius,good
2026-02-03T01:34:00,TEMP_101,13.29,celsius,good
2026-02-03T01:35:00,TEMP_101,13.26,celsius,good
2026-02-03T01:36:00,TEMP_101,13.73,celsius,good
2026-02-03T01:37:00,TEMP_101,13.55,celsius,good
2026-02-03T01:38:00,TEMP_101,13.1,celsius,good
2026-02-03T01:39:00,TEMP_101,13.91,celsius,good
2026-02-03T01:40:00,TEMP_101,13.34,celsius,good
2026-02-03T01:41:00,TEMP_101,14.1,celsius,good
2026-02-03T01:42:00,TEMP_101,13.42,celsius,good
2026-02-03T01:43:00,TEMP_101,13.44,celsius,good
2026-02-03T01:44:00,TEMP_101,13.69,celsius,good
2026-02-03T01:45:00,TEMP_101,13.73,celsius,good
2026-02-03T01:46:00,TEMP_101,14.02,celsius,good
2026-02-03T01:47:00,TEMP_101,14.0,celsius,good
2026-02-03T01:48:00,TEMP_101,13.12,celsius,good
2026-02-03T01:49:00,TEMP_101,13.43,celsius,good
2026-02-03T01:50:00,TEMP_101,13.12,celsius,good
2026-02-03T01:51:00,TEMP_101,13.47,celsius,good
2026-02-03T01:52:00,TEMP_101,13.45,celsius,good
2026-02-03T01:53:00,TEMP_101,13.95,celsius,good
2026-02-03T01:54:00,TEMP_101,13.62,celsius,good
2026-02-03T01:55:00,TEMP_101,13.86,celsius,good
2026-02-03T01:56:00,TEMP_101,13.92,celsius,good
2026-02-03T01:57:00,TEMP_101,13.78,celsius,good
2026-02-03T01:58:00,TEMP_101,13.77,celsius,good
2026-02-03T01:59:00,TEMP_101,14.07,celsius,good
2026-02-03T02:00:00,TEMP_101,13.74,celsius,good
2026-02-03T02:01:00,TEMP_101,14.17,celsius,good
2026-02-03T02:02:00,TEMP_101,14.4,celsius,good
2026-02-03T02:03:00,TEMP_101,14.27,celsius,good
2026-02-03T02:04:00,TEMP_101,14.19,celsius,good
2026-02-03T02:05:00,TEMP_101,14.48,celsius,good
2026-02-03T02:06:00,TEMP_101,13.91,celsius,good
2026-02-03T02:07:00,TEMP_101,14.18,celsius,good
2026-02-03T02:08:00,TEMP_101,14.0,celsius,good
2026-02-03T02:09:00,TEMP_101,13.88,celsius,good
2026-02-03T02:10:00,TEMP_101,14.43,celsius,good
2026-02-03T02:11:00,TEMP_101,14.03,celsius,good
2026-02-03T02:12:00,TEMP_101,14.34,celsius,good
2026-02-03T02:13:00,TEMP_101,14.94,celsius,good
2026-02-03T02:14:00,TEMP_101,15.17,celsius,good
2026-02-03T02:15:00,TEMP_101,14.14,celsius,good
2026-02-03T02:16:00,TEMP_101,14.6,celsius,good
2026-02-03T02:17:00,TEMP_101,14.31,celsius,good
2026-02-03T02:18:00,TEMP_101,14.71,celsius,good
2026-02-03T02:19:00,TEMP_101,14.8,celsius,good
2026-02-03T02:20:00,TEMP_101,14.91,celsius,good
2026-02-03T02:21:00,TEMP_101,14.44,celsius,good
2026-02-03T02:22:00,TEMP_101,15.13,celsius,good
2026-02-03T02:23:00,TEMP_101,15.06,celsius,good
2026-02-03T02:24:00,TEMP_101,14.86,celsius,good
2026-02-03T02:25:00,TEMP_101,14.73,celsius,good
2026-02-03T02:26:00,TEMP_101,14.77,celsius,good
2026-02-03T02:27:00,TEMP_101,14.98,celsius,good
2026-02-03T02:28:00,TEMP_101,14.86,celsius,good
2026-02-03T02:29:00,TEMP_101,14.98,celsius,good
2026-02-03T02:30:00,TEMP_101,15.04,celsius,good
2026-02-03T02:31:00,TEMP_101,15.19,celsius,good
2026-02-03T02:32:00,TEMP_101,15.02,celsius,good
2026-02-03T02:33:00,TEMP_101,14.72,celsius,good
2026-02-03T02:34:00,TEMP_101,15.63,celsius,good
2026-02-03T02:35:00,TEMP_101,14.83,celsius,good
2026-02-03T02:36:00,TEMP_101,14.88,celsius,good
2026-02-03T02:37:00,TEMP_101,15.85,celsius,good
2026-02-03T02:38:00,TEMP_101,14.89,celsius,good
2026-02-03T02:39:00,TEMP_101,14.92,celsius,good
2026-02-03T02:40:00,TEMP_101,14.82,celsius,good
2026-02-03T02:41:00,TEMP_101,15.47,celsius,good
2026-02-03T02:42:00,TEMP_101,15.38,celsius,good
2026-02-03T02:43:00,TEMP_101,15.45,celsius,good
2026-02-03T02:44:00,TEMP_101,15.4,celsius,good
2026-02-03T02:45:00,TEMP_101,15.42,celsius,good
2026-02-03T02:46:00,TEMP_101,15.65,celsius,good
2026-02-03T02:47:00,TEMP_101,15.54,celsius,good
2026-02-03T02:48:00,TEMP_101,15.94,celsius,good
2026-02-03T02:49:00,TEMP_101,15.5,celsius,good
2026-02-03T02:50:00,TEMP_101,15.4,celsius,good
2026-02-03T02:51:00,TEMP_101,15.39,celsius,good
2026-02-03T02:52:00,TEMP_101,15.94,celsius,good
2026-02-03T02:53:00,TEMP_101,15.07,celsius,good
2026-02-03T02:54:00,TEMP_101,15.61,celsius,good
2026-02-03T02:55:00,TEMP_101,16.13,celsius,good
2026-02-03T02:56:00,TEMP_101,16.14,celsius,good
2026-02-03T02:57:00,TEMP_101,15.59,celsius,good
2026-02-03T02:58:00,TEMP_101,16.24,celsius,good
2026-02-03T02:59:00,TEMP_101,15.41,celsius,good
2026-02-03T03:00:00,TEMP_101,16.27,celsius,good
2026-02-03T03:01:00,TEMP_101,16.6,celsius,good
2026-02-03T03:02:00,TEMP_101,16.06,celsius,good
2026-02-03T03:03:00,TEMP_101,15.95,celsius,good
2026-02-03T03:04:00,TEMP_101,15.72,celsius,good
2026-02-03T03:05:00,TEMP_101,16.52,celsius,good
2026-02-03T03:06:00,TEMP_101,16.53,celsius,good
2026-02-03T03:07:00,TEMP_101,16.12,celsius,good
2026-02-03T03:08:00,TEMP_101,16.34,celsius,good
2026-02-03T03:09:00,TEMP_101,15.86,celsius,good
2026-02-03T03:10:00,TEMP_101,16.52,celsius,good
2026-02-03T03:11:00,TEMP_101,16.11,celsius,good
2026-02-03T03:12:00,TEMP_101,15.83,celsius,good
2026-02-03T03:13:00,TEMP_101,16.71,celsius,good
2026-02-03T03:14:00,TEMP_101,16.67,celsius,good
2026-02-03T03:15:00,TEMP_101,16.81,celsius,good
2026-02-03T03:16:00,TEMP_101,16.47,celsius,good
2026-02-03T03:17:00,TEMP_101,16.56,celsius,good
2026-02-03T03:18:00,TEMP_101,16.67,celsius,good
2026-02-03T03:19:00,TEMP_101,16.76,celsius,good
2026-02-03T03:20:00,TEMP_101,16.78,celsius,good
2026-02-03T03:21:00,TEMP_101,16.62,celsius,good
2026-02-03T03:22:00,TEMP_101,16.24,celsius,good
2026-02-03T03:23:00,TEMP_101,16.98,celsius,good
2026-02-03T03:24:00,TEMP_101,16.45,celsius,good
2026-02-03T03:25:00,TEMP_101,16.82,celsius,good
2026-02-03T03:26:00,TEMP_101,16.44,celsius,good
2026-02-03T03:27:00,TEMP_101,16.67,celsius,good
2026-02-03T03:28:00,TEMP_101,16.79,celsius,good
2026-02-03T03:29:00,TEMP_101,17.11,celsius,good
2026-02-03T03:30:00,TEMP_101,16.64,celsius,good
2026-02-03T03:31:00,TEMP_101,17.14,celsius,good
2026-02-03T03:32:00,TEMP_101,17.51,celsius,good
2026-02-03T03:33:00,TEMP_101,17.25,celsius,good
2026-02-03T03:34:00,TEMP_101,17.24,celsius,good
2026-02-03T03:35:00,TEMP_101,17.44,celsius,good
2026-02-03T03:36:00,TEMP_101,17.62,celsius,good
2026-02-03T03:37:00,TEMP_101,17.23,celsius,good
2026-02-03T03:38:00,TEMP_101,17.42,celsius,good
2026-02-03T03:39:00,TEMP_101,17.15,celsius,good
2026-02-03T03:40:00,TEMP_101,17.37,celsius,good
2026-02-03T03:41:00,TEMP_101,17.59,celsius,good
2026-02-03T03:42:00,TEMP_101,17.43,celsius,good
2026-02-03T03:43:00,TEMP_101,16.99,celsius,good
2026-02-03T03:44:00,TEMP_101,17.2,celsius,good
2026-02-03T03:45:00,TEMP_101,17.86,celsius,good
2026-02-03T03:46:00,TEMP_101,17.91,celsius,good
2026-02-03T03:47:00,TEMP_101,17.63,celsius,good
2026-02-03T03:48:00,TEMP_101,18.14,celsius,good
2026-02-03T03:49:00,TEMP_101,18.07,celsius,good
2026-02-03T03:50:00,TEMP_101,17.52,celsius,good
2026-02-03T03:51:00,TEMP_101,17.61,celsius,good
2026-02-03T03:52:00,TEMP_101,17.92,celsius,good
2026-02-03T03:53:00,TEMP_101,17.37,celsius,good
2026-02-03T03:54:00,TEMP_101,17.41,celsius,good
2026-02-03T03:55:00,TEMP_101,17.68,celsius,good
2026-02-03T03:56:00,TEMP_101,17.8,celsius,good
2026-02-03T03:57:00,TEMP_101,17.45,celsius,good
2026-02-03T03:58:00,TEMP_101,18.33,celsius,good
2026-02-03T03:59:00,TEMP_101,17.94,celsius,good
2026-02-03T04:00:00,TEMP_101,17.8,celsius,good
2026-02-03T04:01:00,TEMP_101,17.94,celsius,good
2026-02-03T04:02:00,TEMP_101,18.51,celsius,good
2026-02-03T04:03:00,TEMP_101,18.07,celsius,good
2026-02-03T04:04:00,TEMP_101,18.26,celsius,good
2026-02-03T04:05:00,TEMP_101,18.11,celsius,good
2026-02-03T04:06:00,TEMP_101,18.83,celsius,good
2026-02-03T04:07:00,TEMP_101,18.18,celsius,good
2026-02-03T04:08:00,TEMP_101,17.56,celsius,good
2026-02-03T04:09:00,TEMP_101,18.86,celsius,good
2026-02-03T04:10:00,TEMP_101,17.78,celsius,good
2026-02-03T04:11:00,TEMP_101,18.84,celsius,good
2026-02-03T04:12:00,TEMP_101,18.81,celsius,good
2026-02-03T04:13:00,TEMP_101,18.29,celsius,good
2026-02-03T04:14:00,TEMP_101,19.05,celsius,good
2026-02-03T04:15:00,TEMP_101,18.3,celsius,good
2026-02-03T04:16:00,TEMP_101,18.33,celsius,good
2026-02-03T04:17:00,TEMP_101,18.08,celsius,good
2026-02-03T04:18:00,TEMP_101,18.63,celsius,good
2026-02-03T04:19:00,TEMP_101,19.04,celsius,good
2026-02-03T04:20:00,TEMP_101,18.17,celsius,good
2026-02-03T04:21:00,TEMP_101,18.86,celsius,good
2026-02-03T04:22:00,TEMP_101,18.72,celsius,good
2026-02-03T04:23:00,TEMP_101,18.83,celsius,good
2026-02-03T04:24:00,TEMP_101,18.41,celsius,good
2026-02-03T04:25:00,TEMP_101,19.03,celsius,good
2026-02-03T04:26:00,TEMP_101,19.14,celsius,good
2026-02-03T04:27:00,TEMP_101,18.98,celsius,good
2026-02-03T04:28:00,TEMP_101,19.14,celsius,good
2026-02-03T04:29:00,TEMP_101,19.03,celsius,good
2026-02-03T04:30:00,TEMP_101,19.37,celsius,good
2026-02-03T04:31:00,TEMP_101,18.92,celsius,good
2026-02-03T04:32:00,TEMP_101,18.85,celsius,good
2026-02-03T04:33:00,TEMP_101,19.36,celsius,good
2026-02-03T04:34:00,TEMP_101,18.93,celsius,good
2026-02-03T04:35:00,TEMP_101,19.48,celsius,good
2026-02-03T04:36:00,TEMP_101,19.49,celsius,good
2026-02-03T04:37:00,TEMP_101,18.95,celsius,good
2026-02-03T04:38:00,TEMP_101,19.47,celsius,good
2026-02-03T04:39:00,TEMP_101,18.84,celsius,good
2026-02-03T04:40:00,TEMP_101,19.94,celsius,good
2026-02-03T04:41:00,TEMP_101,19.48,celsius,good
2026-02-03T04:42:00,TEMP_101,19.65,celsius,good
2026-02-03T04:43:00,TEMP_101,19.65,celsius,good
2026-02-03T04:44:00,TEMP_101,19.14,celsius,good
2026-02-03T04:45:00,TEMP_101,19.72,celsius,good
2026-02-03T04:46:00,TEMP_101,19.83,celsius,good
2026-02-03T04:47:00,TEMP_101,19.66,celsius,good
2026-02-03T04:48:00,TEMP_101,19.15,celsius,good
2026-02-03T04:49:00,TEMP_101,19.26,celsius,good
2026-02-03T04:50:00,TEMP_101,19.45,celsius,good
2026-02-03T04:51:00,TEMP_101,19.54,celsius,good
2026-02-03T04:52:00,TEMP_101,19.07,celsius,good
2026-02-03T04:53:00,TEMP_101,19.48,celsius,good
2026-02-03T04:54:00,TEMP_101,19.95,celsius,good
2026-02-03T04:55:00,TEMP_101,20.06,celsius,good
2026-02-03T04:56:00,TEMP_101,20.13,celsius,good
2026-02-03T04:57:00,TEMP_101,19.91,celsius,good
2026-02-03T04:58:00,TEMP_101,20.05,celsius,good
2026-02-03T04:59:00,TEMP_101,20.29,celsius,good
2026-02-03T05:00:00,TEMP_101,20.72,celsius,good
2026-02-03T05:01:00,TEMP_101,20.59,celsius,good
2026-02-03T05:02:00,TEMP_101,20.6,celsius,good
2026-02-03T05:03:00,TEMP_101,20.41,celsius,good
2026-02-03T05:04:00,TEMP_101,19.7,celsius,good
2026-02-03T05:05:00,TEMP_101,20.53,celsius,good
2026-02-03T05:06:00,TEMP_101,20.57,celsius,good
2026-02-03T05:07:00,TEMP_101,14.1,celsius,good
2026-02-03T05:08:00,TEMP_101,20.68,celsius,good
2026-02-03T05:09:00,TEMP_101,20.51,celsius,good
2026-02-03T05:10:00,TEMP_101,20.65,celsius,good
2026-02-03T05:11:00,TEMP_101,20.06,celsius,good
2026-02-03T05:12:00,TEMP_101,20.17,celsius,good
2026-02-03T05:13:00,TEMP_101,20.52,celsius,good
2026-02-03T05:14:00,TEMP_101,20.75,celsius,good
2026-02-03T05:15:00,TEMP_101,20.83,celsius,good
2026-02-03T05:16:00,TEMP_101,20.59,celsius,good
2026-02-03T05:17:00,TEMP_101,20.9,celsius,good
2026-02-03T05:18:00,TEMP_101,20.72,celsius,good
2026-02-03T05:19:00,TEMP_101,20.7,celsius,good
2026-02-03T05:20:00,TEMP_101,20.94,celsius,good
2026-02-03T05:21:00,TEMP_101,20.65,celsius,good
2026-02-03T05:22:00,TEMP_101,20.37,celsius,good
2026-02-03T05:23:00,TEMP_101,21.17,celsius,good
2026-02-03T05:24:00,TEMP_101,21.28,celsius,good
2026-02-03T05:25:00,TEMP_101,20.74,celsius,good
2026-02-03T05:26:00,TEMP_101,21.38,celsius,good
2026-02-03T05:27:00,TEMP_101,20.48,celsius,good
2026-02-03T05:28:00,TEMP_101,21.2,celsius,good
2026-02-03T05:29:00,TEMP_101,21.44,celsius,good
2026-02-03T05:30:00,TEMP_101,20.97,celsius,good
2026-02-03T05:31:00,TEMP_101,21.16,celsius,good
2026-02-03T05:32:00,TEMP_101,21.08,celsius,good
2026-02-03T05:33:00,TEMP_101,21.39,celsius,good
2026-02-03T05:34:00,TEMP_101,20.83,celsius,good
2026-02-03T05:35:00,TEMP_101,21.25,celsius,good
2026-02-03T05:36:00,TEMP_101,21.24,celsius,good
2026-02-03T05:37:00,TEMP_101,20.91,celsius,good
2026-02-03T05:38:00,TEMP_101,21.45,celsius,good
2026-02-03T05:39:00,TEMP_101,21.33,celsius,good
2026-02-03T05:40:00,TEMP_101,21.64,celsius,good
2026-02-03T05:41:00,TEMP_101,21.69,celsius,good
2026-02-03T05:42:00,TEMP_101,21.5,celsius,good
2026-02-03T05:43:00,TEMP_101,21.13,celsius,good
2026-02-03T05:44:00,TEMP_101,21.38,celsius,good
2026-02-03T05:45:00,TEMP_101,21.83,celsius,good
2026-02-03T05:46:00,TEMP_101,21.34,celsius,good
2026-02-03T05:47:00,TEMP_101,21.59,celsius,good
2026-02-03T05:48:00,TEMP_101,21.8,celsius,good
2026-02-03T05:49:00,TEMP_101,22.08,celsius,good
2026-02-03T05:50:00,TEMP_101,22.14,celsius,good
2026-02-03T05:51:00,TEMP_101,22.23,celsius,good
2026-02-03T05:52:00,TEMP_101,21.48,celsius,good
2026-02-03T05:53:00,TEMP_101,22.01,celsius,good
2026-02-03T05:54:00,TEMP_101,21.98,celsius,good
2026-02-03T05:55:00,TEMP_101,22.01,celsius,good
2026-02-03T05:56:00,TEMP_101,22.12,celsius,good
2026-02-03T05:57:00,TEMP_101,22.24,celsius,good
2026-02-03T05:58:00,TEMP_101,22.07,celsius,good
2026-02-03T05:59:00,TEMP_101,21.71,celsius,good
2026-02-03T06:00:00,TEMP_101,22.03,celsius,good
2026-02-03T06:01:00,TEMP_101,21.95,celsius,good
2026-02-03T06:02:00,TEMP_101,22.28,celsius,good
2026-02-03T06:03:00,TEMP_101,22.34,celsius,good
2026-02-03T06:04:00,TEMP_101,22.35,celsius,good
2026-02-03T06:05:00,TEMP_101,22.18,celsius,good
2026-02-03T06:06:00,TEMP_101,21.82,celsius,good
2026-02-03T06:07:00,TEMP_101,21.6,celsius,good
2026-02-03T06:08:00,TEMP_101,22.3,celsius,good
2026-02-03T06:09:00,TEMP_101,22.03,celsius,good
2026-02-03T06:10:00,TEMP_101,22.31,celsius,good
2026-02-03T06:11:00,TEMP_101,22.1,celsius,good
2026-02-03T06:12:00,TEMP_101,22.6,celsius,good
2026-02-03T06:13:00,TEMP_101,22.46,celsius,good
2026-02-03T06:14:00,TEMP_101,22.87,celsius,good
2026-02-03T06:15:00,TEMP_101,23.07,celsius,good
2026-02-03T06:16:00,TEMP_101,22.34,celsius,good
2026-02-03T06:17:00,TEMP_101,22.39,celsius,good
2026-02-03T06:18:00,TEMP_101,22.83,celsius,good
2026-02-03T06:19:00,TEMP_101,23.24,celsius,good
2026-02-03T06:20:00,TEMP_101,22.13,celsius,good
2026-02-03T06:21:00,TEMP_101,22.7,celsius,good
2026-02-03T06:22:00,TEMP_101,23.41,celsius,good
2026-02-03T06:23:00,TEMP_101,22.72,celsius,good
2026-02-03T06:24:00,TEMP_101,23.13,celsius,good
2026-02-03T06:25:00,TEMP_101,22.29,celsius,good
2026-02-03T06:26:00,TEMP_101,23.15,celsius,good
2026-02-03T06:27:00,TEMP_101,22.6,celsius,good
2026-02-03T06:28:00,TEMP_101,22.7,celsius,good
2026-02-03T06:29:00,TEMP_101,22.53,celsius,good
2026-02-03T06:30:00,TEMP_101,23.06,celsius,good
2026-02-03T06:31:00,TEMP_101,22.58,celsius,good
2026-02-03T06:32:00,TEMP_101,22.87,celsius,good
2026-02-03T06:33:00,TEMP_101,23.24,celsius,good
2026-02-03T06:34:00,TEMP_101,22.72,celsius,good
2026-02-03T06:35:00,TEMP_101,23.58,celsius,good
2026-02-03T06:36:00,TEMP_101,22.9,celsius,good
2026-02-03T06:37:00,TEMP_101,23.28,celsius,good
2026-02-03T06:38:00,TEMP_101,23.14,celsius,good
2026-02-03T06:39:00,TEMP_101,23.02,celsius,good
2026-02-03T06:40:00,TEMP_101,23.26,celsius,good
2026-02-03T06:41:00,TEMP_101,23.35,celsius,good
2026-02-03T06:42:00,TEMP_101,23.44,celsius,good
2026-02-03T06:43:00,TEMP_101,23.37,celsius,good
2026-02-03T06:44:00,TEMP_101,23.22,celsius,good
2026-02-03T06:45:00,TEMP_101,23.54,celsius,good
2026-02-03T06:46:00,TEMP_101,23.1,celsius,good
2026-02-03T06:47:00,TEMP_101,23.73,celsius,good
2026-02-03T06:48:00,TEMP_101,23.31,celsius,good
2026-02-03T06:49:00,TEMP_101,23.45,celsius,good
2026-02-03T06:50:00,TEMP_101,23.64,celsius,good
2026-02-03T06:51:00,TEMP_101,23.82,celsius,good
2026-02-03T06:52:00,TEMP_101,23.52,celsius,good
2026-02-03T06:53:00,TEMP_101,23.58,celsius,good
2026-02-03T06:54:00,TEMP_101,23.96,celsius,good
2026-02-03T06:55:00,TEMP_101,23.26,celsius,good
2026-02-03T06:56:00,TEMP_101,23.32,celsius,good
2026-02-03T06:57:00,TEMP_101,23.42,celsius,good
2026-02-03T06:58:00,TEMP_101,23.32,celsius,good
2026-02-03T06:59:00,TEMP_101,23.74,celsius,good
2026-02-03T07:00:00,TEMP_101,23.76,celsius,good
2026-02-03T07:01:00,TEMP_101,23.45,celsius,good
2026-02-03T07:02:00,TEMP_101,23.63,celsius,good
2026-02-03T07:03:00,TEMP_101,24.17,celsius,good
2026-02-03T07:04:00,TEMP_101,23.58,celsius,good
2026-02-03T07:05:00,TEMP_101,23.36,celsius,good
2026-02-03T07:06:00,TEMP_101,24.0,celsius,good
2026-02-03T07:07:00,TEMP_101,24.38,celsius,good
2026-02-03T07:08:00,TEMP_101,23.94,celsius,good
2026-02-03T07:09:00,TEMP_101,24.26,celsius,good
2026-02-03T07:10:00,TEMP_101,24.08,celsius,good
2026-02-03T07:11:00,TEMP_101,23.95,celsius,good
2026-02-03T07:12:00,TEMP_101,24.31,celsius,good
2026-02-03T07:13:00,TEMP_101,24.08,celsius,good
2026-02-03T07:14:00,TEMP_101,23.94,celsius,good
2026-02-03T07:15:00,TEMP_101,23.8,celsius,good
2026-02-03T07:16:00,TEMP_101,24.81,celsius,good
2026-02-03T07:17:00,TEMP_101,24.06,celsius,good
2026-02-03T07:18:00,TEMP_101,24.06,celsius,good
2026-02-03T07:19:00,TEMP_101,24.11,celsius,good
2026-02-03T07:20:00,TEMP_101,24.06,celsius,good
2026-02-03T07:21:00,TEMP_101,23.49,celsius,good
2026-02-03T07:22:00,TEMP_101,24.19,celsius,good
2026-02-03T07:23:00,TEMP_101,23.95,celsius,good
2026-02-03T07:24:00,TEMP_101,24.1,celsius,good
2026-02-03T07:25:00,TEMP_101,24.03,celsius,good
2026-02-03T07:26:00,TEMP_101,24.44,celsius,good
2026-02-03T07:27:00,TEMP_101,24.71,celsius,good
2026-02-03T07:28:00,TEMP_101,24.26,celsius,good
2026-02-03T07:29:00,TEMP_101,24.56,celsius,good
2026-02-03T07:30:00,TEMP_101,24.33,celsius,good
2026-02-03T07:31:00,TEMP_101,24.43,celsius,good
2026-02-03T07:32:00,TEMP_101,24.22,celsius,good
2026-02-03T07:33:00,TEMP_101,24.27,celsius,good
2026-02-03T07:34:00,TEMP_101,24.07,celsius,good
2026-02-03T07:35:00,TEMP_101,24.63,celsius,good
2026-02-03T07:36:00,TEMP_101,24.8,celsius,good
2026-02-03T07:37:00,TEMP_101,24.32,celsius,good
2026-02-03T07:38:00,TEMP_101,24.44,celsius,good
2026-02-03T07:39:00,TEMP_101,24.62,celsius,good
2026-02-03T07:40:00,TEMP_101,24.66,celsius,good
2026-02-03T07:41:00,TEMP_101,24.67,celsius,good
2026-02-03T07:42:00,TEMP_101,25.13,celsius,good
2026-02-03T07:43:00,TEMP_101,24.6,celsius,good
2026-02-03T07:44:00,TEMP_101,24.76,celsius,good
